survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True
0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False
0,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True
0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True
0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False
0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False
0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True
0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False
1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True
0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False
1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False
0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True
0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False
0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True
0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False
0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True
0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True
0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False
1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False
0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False
0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True
0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True
1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True
0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True
0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False
0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True
0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True
0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True
0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True
1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True
0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False
0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True
0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False
1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False
0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True
0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False
1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False
1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True
0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True
0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True
0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True
0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True
0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True
0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True
0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False
1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True
1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False
0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False
0,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True
0,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True
1,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True
1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True
0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True
0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True
0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True
0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False
0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True
0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False
1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False
0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False
0,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True
1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False
0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True
1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True
0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True
0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True
0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False
0,3,female,,1,2,23.45,S,Third,woman,False,,Southampton,no,False
0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
